"","gene_id","gene_name"
"261663","MSTRG.33583","STXBP5"
"261672","MSTRG.33586","SAMD5"
"261689","MSTRG.33590","SASH1"
"261694","MSTRG.33590","."
"261722","MSTRG.33598","."
"261729","MSTRG.33598","TAB2"
"261747","MSTRG.33606","PPIL4"
"261752","MSTRG.33608","GINM1"
"261760","MSTRG.33613","."
"261763","MSTRG.33613","KATNA1"
"261770","MSTRG.33615","LATS1"
"261780","MSTRG.33617","NUP43"
"261781","MSTRG.33617","."
"261789","MSTRG.33618","PCMT1"
"261805","MSTRG.33620","LRP11"
"261806","MSTRG.33620","."
"261810","MSTRG.33621","."
"261828","MSTRG.33626","ULBP2"
"261835","MSTRG.33629","RAET1L"
"261844","MSTRG.33631","PPP1R14C"
"261846","MSTRG.33631","."
"261849","MSTRG.33633","IYD"
"261864","MSTRG.33635","PLEKHG1"
"261878","MSTRG.33640","MTHFD1L"
"261885","MSTRG.33640","."
"261901","MSTRG.33649","."
"261902","MSTRG.33649","AKAP12"
"261911","MSTRG.33653","ZBTB2"
"261917","MSTRG.33656","RMND1"
"261922","MSTRG.33656","."
"261944","MSTRG.33658","ARMT1"
"262045","MSTRG.33671","MYCT1"
"262050","MSTRG.33673","."
"262051","MSTRG.33673","VIP"
"262072","MSTRG.33675","FBXO5"
"262098","MSTRG.33680","."
"262172","MSTRG.33688","."
"262175","MSTRG.33688","SCAF8"
"262214","MSTRG.33694","TFB1M"
"262247","MSTRG.33702","ARID1B"
"262333","MSTRG.33716","SNX9"
"262356","MSTRG.33723","."
"262358","MSTRG.33723","SYNJ2"
"262391","MSTRG.33727","GTF2H5"
"262420","MSTRG.33735","TMEM181"
"262421","MSTRG.33735","."
"262430","MSTRG.33740","DYNLT1"
"262447","MSTRG.33744","EZR"
"262476","MSTRG.33747","RSPH3"
"262508","MSTRG.33749","TAGAP"
"262522","MSTRG.33753","."
"262524","MSTRG.33753","FNDC1"
"262544","MSTRG.33759","SOD2"
"262548","MSTRG.33759","."
"262570","MSTRG.33761","."
"262578","MSTRG.33761","WTAP"
"262592","MSTRG.33763","ACAT2"
"262595","MSTRG.33764","TCP1"
"262599","MSTRG.33764","."
"262617","MSTRG.33765","."
"262619","MSTRG.33765","MRPL18"
"262631","MSTRG.33766","IGF2R"
"262634","MSTRG.33766","."
"262649","MSTRG.33768","SLC22A1"
"262670","MSTRG.33772","."
"262674","MSTRG.33772","SLC22A3"
"262683","MSTRG.33774","."
"262715","MSTRG.33775","PLG"
"262856","MSTRG.33793","QKI"
"262983","MSTRG.33801","SFT2D1"
"262986","MSTRG.33801","."
"262995","MSTRG.33804","."
"262997","MSTRG.33804","MPC1"
"263010","MSTRG.33805","RPS6KA2"
"263012","MSTRG.33805","."
"263038","MSTRG.33805","RNASET2"
"263140","MSTRG.33825","."
"263193","MSTRG.33834","LINC01558"
"263240","MSTRG.33838","."
"263272","MSTRG.33838","AFDN"
"263291","MSTRG.33844","FRMD1"
"263331","MSTRG.33850","SMOC2"
"263361","MSTRG.33852","THBS2"
"263449","MSTRG.33856","C6orf120"
"263451","MSTRG.33857","PHF10"
"263467","MSTRG.33860","ERMARD"
"263522","MSTRG.33872","DLL1"
"263532","MSTRG.33873","FAM120B"
"263548","MSTRG.33881","PSMB1"
"263550","MSTRG.33882","TBP"
"263559","MSTRG.33883","."
"263560","MSTRG.33883","PDCD2"
"263623","MSTRG.33887","."
"263625","MSTRG.33887","FAM20C"
"263655","MSTRG.33896","."
"263673","MSTRG.33896","PDGFA"
"263691","MSTRG.33898","."
"263694","MSTRG.33898","PRKAR1B"
"263713","MSTRG.33902","DNAAF5"
"263722","MSTRG.33903","."
"263740","MSTRG.33903","SUN1"
"263761","MSTRG.33903","GET4"
"263764","MSTRG.33904","."
"263770","MSTRG.33905","."
"263772","MSTRG.33905","ADAP1"
"263795","MSTRG.33905","COX19"
"263801","MSTRG.33909","."
"263802","MSTRG.33909","CYP2W1"
"263808","MSTRG.33910","C7orf50"
"263812","MSTRG.33910","."
"263834","MSTRG.33917","GPER1"
"263837","MSTRG.33919","ZFAND2A"
"263862","MSTRG.33921","."
"263865","MSTRG.33921","MICALL2"
"263885","MSTRG.33923","."
"263888","MSTRG.33923","INTS1"
"263900","MSTRG.33925","MAFK"
"263901","MSTRG.33925","."
"263910","MSTRG.33926","TMEM184A"
"263921","MSTRG.33926","."
"263933","MSTRG.33928","PSMG3"
"263959","MSTRG.33933","ELFN1-AS1"
"263965","MSTRG.33934","MAD1L1"
"263973","MSTRG.33934","."
"263992","MSTRG.33934","MRM2"
"264003","MSTRG.33937","."
"264004","MSTRG.33937","NUDT1"
"264014","MSTRG.33938","SNX8"
"264027","MSTRG.33940","."
"264033","MSTRG.33940","EIF3B"
"264047","MSTRG.33941","."
"264070","MSTRG.33944","LFNG"
"264075","MSTRG.33944","MIR4648"
"264077","MSTRG.33946","."
"264079","MSTRG.33947","BRAT1"
"264080","MSTRG.33947","."
"264087","MSTRG.33948","IQCE"
"264089","MSTRG.33948","."
"264113","MSTRG.33950","TTYH3"
"264128","MSTRG.33953","."
"264133","MSTRG.33953","GNA12"
"264143","MSTRG.33956","."
"264147","MSTRG.33956","CARD11"
"264189","MSTRG.33966","FOXK1"
"264200","MSTRG.33968","AP5Z1"
"264203","MSTRG.33968","."
"264260","MSTRG.33975","RBAK"
"264272","MSTRG.33978","WIPI2"
"264297","MSTRG.33980","."
"264300","MSTRG.33980","TNRC18"
"264329","MSTRG.33981","."
"264343","MSTRG.33989","ACTB"
"264368","MSTRG.33992","FSCN1"
"264369","MSTRG.33992","."
"264374","MSTRG.33993","."
"264377","MSTRG.33993","RNF216"
"264411","MSTRG.33999","CCZ1"
"264501","MSTRG.34003","AIMP2"
"264505","MSTRG.34005","."
"264507","MSTRG.34005","EIF2AK1"
"264526","MSTRG.34009","USP42"
"264537","MSTRG.34010","CYTH3"
"264549","MSTRG.34012","SAGSIN1"
"264554","MSTRG.34013","RAC1"
"264559","MSTRG.34013","."
"264567","MSTRG.34014","."
"264568","MSTRG.34014","DAGLB"
"264578","MSTRG.34014","KDELR2"
"264590","MSTRG.34018","."
"264593","MSTRG.34018","ZDHHC4"
"264610","MSTRG.34018","INTS15"
"264622","MSTRG.34021","ZNF316"
"264633","MSTRG.34021","."
"264644","MSTRG.34023","ZNF12"
"264677","MSTRG.34027","CCZ1B"
"264680","MSTRG.34027","."
"264698","MSTRG.34032","."
"264729","MSTRG.34042","C1GALT1"
"264733","MSTRG.34042","."
"264752","MSTRG.34046","COL28A1"
"264766","MSTRG.34048","."
"264778","MSTRG.34049","RPA3"
"264788","MSTRG.34050","UMAD1"
"264796","MSTRG.34050","."
"264838","MSTRG.34060","ICA1"
"264840","MSTRG.34060","."
"264897","MSTRG.34069","."
"264901","MSTRG.34072","NDUFA4"
"264909","MSTRG.34073","."
"264912","MSTRG.34073","PHF14"
"264952","MSTRG.34080","TMEM106B"
"264986","MSTRG.34085","SCIN"
"264987","MSTRG.34085","."
"264999","MSTRG.34087","ARL4A"
"265065","MSTRG.34096","AGMO"
"265069","MSTRG.34097","MEOX2"
"265091","MSTRG.34101","SOSTDC1"
"265099","MSTRG.34106","ANKMY2"
"265106","MSTRG.34108","BZW2"
"265120","MSTRG.34110","TSPAN13"
"265123","MSTRG.34112","."
"265124","MSTRG.34112","AGR2"
"265133","MSTRG.34114","AGR3"
"265134","MSTRG.34114","."
"265170","MSTRG.34116","AHR"
"265206","MSTRG.34123","SNX13"
"265207","MSTRG.34123","."
"265284","MSTRG.34134","POLR1F"
"265295","MSTRG.34137","."
"265303","MSTRG.34138","RPL21P75"
"265403","MSTRG.34154","."
"265404","MSTRG.34154","CDCA7L"
"265415","MSTRG.34155","RAPGEF5"
"265440","MSTRG.34157","."
"265449","MSTRG.34157","EEF1A1P6"
"265465","MSTRG.34160","IL6"
"265475","MSTRG.34161","TOMM7"
"265528","MSTRG.34167","KLHL7"
"265541","MSTRG.34169","NUP42"
"265556","MSTRG.34172","GPNMB"
"265572","MSTRG.34173","MALSU1"
"265575","MSTRG.34174","IGF2BP3"
"265601","MSTRG.34180","."
"265602","MSTRG.34180","TRA2A"
"265632","MSTRG.34185","."
"265633","MSTRG.34186","FAM221A"
"265669","MSTRG.34193","NPY"
"265686","MSTRG.34199","GSDME"
"265725","MSTRG.34203","."
"265726","MSTRG.34203","CYCS"
"265735","MSTRG.34204","C7orf31"
"265793","MSTRG.34215","."
"265794","MSTRG.34216","."
"265797","MSTRG.34218","."
"265801","MSTRG.34220","."
"265802","MSTRG.34220","NFE2L3"
"265807","MSTRG.34221","HNRNPA2B1"
"265848","MSTRG.34221","."
"265860","MSTRG.34222","CBX3"
"265870","MSTRG.34223","SNX10"
"265946","MSTRG.34226","SKAP2"
"265986","MSTRG.34231","HOXA3"
"265987","MSTRG.34231","."
"266019","MSTRG.34231","HOXA5"
"266032","MSTRG.34231","HOXA7"
"266036","MSTRG.34236","HOXA9"
"266037","MSTRG.34236","."
"266047","MSTRG.34237","HOXA10-AS"
"266051","MSTRG.34236","HOXA10"
"266058","MSTRG.34238","."
"266096","MSTRG.34240","."
"266110","MSTRG.34243","EVX1"
"266120","MSTRG.34244","."
"266124","MSTRG.34244","EIF4HP1"
"266127","MSTRG.34245","HIBADH"
"266134","MSTRG.34248","TAX1BP1"
"266138","MSTRG.34248","."
"266149","MSTRG.34249","JAZF1"
"266182","MSTRG.34255","TRIL"
"266187","MSTRG.34259","CPVL"
"266217","MSTRG.34261","CHN2"
"266261","MSTRG.34268","PRR15"
"266262","MSTRG.34268","."
"266267","MSTRG.34269","."
"266279","MSTRG.34273","."
"266283","MSTRG.34276","SCRN1"
"266295","MSTRG.34278","FKBP14"
"266310","MSTRG.34277","PLEKHA8"
"266321","MSTRG.34282","MTURN"
"266324","MSTRG.34282","."
"266332","MSTRG.34286","ZNRF2"
"266333","MSTRG.34286","."
"266368","MSTRG.34293","GGCT"
"266464","MSTRG.34298","."
"266477","MSTRG.34298","GARS1"
"266490","MSTRG.34299","."
"266506","MSTRG.34302","INMT"
"266517","MSTRG.34302","MINDY4"
"266527","MSTRG.34302","AQP1"
"266532","MSTRG.34302","."
"266592","MSTRG.34314","LSM5"
"266602","MSTRG.34315","."
"266607","MSTRG.34315","AVL9"
"266644","MSTRG.34323","KBTBD2"
"266645","MSTRG.34323","."
"266668","MSTRG.34325","FKBP9"
"266683","MSTRG.34327","NT5C3A"
"266684","MSTRG.34327","."
"266697","MSTRG.34330","RP9"
"266719","MSTRG.34331","BBS9"
"266802","MSTRG.34345","."
"266829","MSTRG.34350","DPY19L1"
"266868","MSTRG.34357","HERPUD2"
"266876","MSTRG.34358","HERPUD2-AS1"
"266900","MSTRG.34362","SEPTIN7"
"266901","MSTRG.34362","."
"266954","MSTRG.34367","EEPD1"
"266981","MSTRG.34374","ANLN"
"266982","MSTRG.34374","."
"267001","MSTRG.34376","."
"267004","MSTRG.34376","AOAH"
"267032","MSTRG.34379","ELMO1"
"267074","MSTRG.34390","SFRP4"
"267077","MSTRG.34387","EPDR1"
"267081","MSTRG.34391","."
"267082","MSTRG.34391","STARD3NL"
"267089","MSTRG.34392","TRGC2"
"267177","MSTRG.34407","."
"267178","MSTRG.34407","VPS41"
"267241","MSTRG.34413","YAE1"
"267252","MSTRG.34418","RALA"
"267253","MSTRG.34418","."
"267293","MSTRG.34426","SSBP3P1"
"267294","MSTRG.34426","."
"267305","MSTRG.34429","CDK13"
"267333","MSTRG.34431","MPLKIP"
"267338","MSTRG.34432","SUGCT"
"267361","MSTRG.34438","INHBA"
"267395","MSTRG.34442","C7orf25"
"267400","MSTRG.34442","."
"267407","MSTRG.34442","PSMA2"
"267419","MSTRG.34444","MRPL32"
"267460","MSTRG.34445","STK17A"
"267465","MSTRG.34446","COA1"
"267474","MSTRG.34446","."
"267509","MSTRG.34447","BLVRA"
"267515","MSTRG.34449","MRPS24"
"267523","MSTRG.34449","URGCP"
"267527","MSTRG.34449","."
"267591","MSTRG.34452","."
"267606","MSTRG.34454","."
"267616","MSTRG.34454","DBNL"
"267674","MSTRG.34458","AEBP1"
"267688","MSTRG.34459","POLD2"
"267778","MSTRG.34460","YKT6"
"267844","MSTRG.34462","."
"267845","MSTRG.34462","NUDCD3"
"267856","MSTRG.34463","."
"267857","MSTRG.34463","RPL32P18"
"267864","MSTRG.34464","NPC1L1"
"267868","MSTRG.34465","DDX56"
"267875","MSTRG.34465","."
"267883","MSTRG.34465","TMED4"
"267889","MSTRG.34468","."
"267895","MSTRG.34468","OGDH"
"267915","MSTRG.34469","."
"267948","MSTRG.34471","PPIA"
"267966","MSTRG.34472","H2AZ2"
"267976","MSTRG.34473","PURB"
"267977","MSTRG.34473","."
"267983","MSTRG.34475","MYO1G"
"267994","MSTRG.34476","SNHG15"
"268012","MSTRG.34478","CCM2"
"268033","MSTRG.34479","NACAD"
"268036","MSTRG.34481","."
"268039","MSTRG.34481","TBRG4"
"268050","MSTRG.34481","SNORA5A"
"268052","MSTRG.34481","SNORA5C"
"268060","MSTRG.34482","RAMP3"
"268078","MSTRG.34484","."
"268141","MSTRG.34490","IGFBP1"
"268142","MSTRG.34490","."
"268144","MSTRG.34491","IGFBP3"
"268181","MSTRG.34496","."
"268189","MSTRG.34496","TNS3"
"268271","MSTRG.34503","UPP1"
"268362","MSTRG.34517","."
"268363","MSTRG.34517","DDC"
"268378","MSTRG.34519","GRB10"
"268381","MSTRG.34519","."
"268436","MSTRG.34524","COBL"
"268439","MSTRG.34524","."
"268549","MSTRG.34533","SEC61G"
"268564","MSTRG.34535","EGFR"
"268585","MSTRG.34540","LANCL2"
"268590","MSTRG.34541","."
"268596","MSTRG.34541","VOPP1"
"268636","MSTRG.34546","."
"268637","MSTRG.34546","PSPHP1"
"268658","MSTRG.34552","MRPS17"
"268661","MSTRG.34552","NIPSNAP2"
"268664","MSTRG.34552","."
"268676","MSTRG.34555","."
"268682","MSTRG.34555","PSPH"
"268692","MSTRG.34556","CCT6A"
"268694","MSTRG.34556","."
"268707","MSTRG.34556","SUMF2"
"268727","MSTRG.34557","PHKG1"
"268737","MSTRG.34558","CHCHD2"
"268738","MSTRG.34558","."
"269106","MSTRG.34602","ERV3-1"
"269139","MSTRG.34610","ZNF92"
"269200","MSTRG.34619","VKORC1L1"
"269205","MSTRG.34620","."
"269206","MSTRG.34620","GUSB"
"269234","MSTRG.34622","ASL"
"269236","MSTRG.34622","."
"269265","MSTRG.34622","CRCP"
"269276","MSTRG.34629","TPST1"
"269345","MSTRG.34636","."
"269383","MSTRG.34642","."
"269400","MSTRG.34640","RABGEF1"
"269428","MSTRG.34648","."
"269429","MSTRG.34648","TMEM248"
"269443","MSTRG.34649","SBDS"
"269458","MSTRG.34650","TYW1"
"269626","MSTRG.34660","."
"269668","MSTRG.34666","TYW1B"
"269680","MSTRG.34671","."
"269690","MSTRG.34671","SBDSP1"
"269695","MSTRG.34672","."
"269705","MSTRG.34672","POM121"
"269718","MSTRG.34675","."
"269733","MSTRG.34676","."
"269820","MSTRG.34688","."
"269821","MSTRG.34688","GTF2IP4"
"269837","MSTRG.34692","POM121B"
"269842","MSTRG.34675","NSUN5"
"269867","MSTRG.34695","BAZ1B"
"269869","MSTRG.34695","."
"269877","MSTRG.34697","BCL7B"
"269890","MSTRG.34697","."
"269891","MSTRG.34698","TBL2"
"269892","MSTRG.34698","."
"269913","MSTRG.34699","."
"269918","MSTRG.34699","MLXIPL"
"269931","MSTRG.34701","VPS37D"
"269933","MSTRG.34702","DNAJC30"
"269934","MSTRG.34703","."
"269942","MSTRG.34703","BUD23"
"269954","MSTRG.34704","."
"269971","MSTRG.34707","ABHD11-AS1"
"269974","MSTRG.34708","ABHD11"
"269983","MSTRG.34708","."
"269989","MSTRG.34709","."
"269990","MSTRG.34710","CLDN3"
"269992","MSTRG.34711","CLDN4"
"269993","MSTRG.34711","."
"270005","MSTRG.34713","METTL27"
"270006","MSTRG.34713","."
"270014","MSTRG.34715","ELN"
"270019","MSTRG.34715","."
"270056","MSTRG.34717","LIMK1"
"270064","MSTRG.34718","."
"270067","MSTRG.34718","EIF4H"
"270087","MSTRG.34720","LAT2"
"270092","MSTRG.34721","."
"270093","MSTRG.34721","RFC2"
"270107","MSTRG.34723","CLIP2"
"270116","MSTRG.34724","GTF2IRD1"
"270119","MSTRG.34724","."
"270132","MSTRG.34726","GTF2I"
"270135","MSTRG.34726","."
"270169","MSTRG.34729","NCF1"
"270231","MSTRG.34736","."
"270232","MSTRG.34736","RCC1L"
"270243","MSTRG.34738","GTF2IRD2B"
"270259","MSTRG.34739","NCF1C"
"270260","MSTRG.34739","."
"270262","MSTRG.34740","."
"270267","MSTRG.34740","GTF2IP1"
"270358","MSTRG.34750","."
"270365","MSTRG.34750","NSUN5P1"
"270389","MSTRG.34753","."
"270394","MSTRG.34753","POM121C"
"270435","MSTRG.34757","HIP1"
"270445","MSTRG.34759","CCL26"
"270448","MSTRG.34762","CCL24"
"270449","MSTRG.34762","."
"270457","MSTRG.34764","RHBDD2"
"270461","MSTRG.34764","."
"270469","MSTRG.34765","POR"
"270493","MSTRG.34768","TMEM120A"
"270500","MSTRG.34768","."
"270519","MSTRG.34768","STYXL1"
"270531","MSTRG.34770","MDH2"
"270560","MSTRG.34775","."
"270566","MSTRG.34775","HSPB1"
"270581","MSTRG.34776","YWHAG"
"270588","MSTRG.34778","ZP3"
"270602","MSTRG.34779","."
"270609","MSTRG.34779","DTX2"
"270774","MSTRG.34799","FGL2"
"270789","MSTRG.34801","GSAP"
"270809","MSTRG.34804","PTPN12"
"270812","MSTRG.34804","."
"270840","MSTRG.34806","APTR"
"270843","MSTRG.34808","RSBN1L"
"270850","MSTRG.34809","TMEM60"
"270853","MSTRG.34810","PHTF2"
"271045","MSTRG.34834","."
"271061","MSTRG.34834","CD36"
"271073","MSTRG.34838","SEMA3C"
"271097","MSTRG.34839","HGF"
"271117","MSTRG.34840","."
"271201","MSTRG.34857","ELAPOR2"
"271281","MSTRG.34860","TMEM243"
"271283","MSTRG.34860","."
"271290","MSTRG.34862","TP53TG1"
"271315","MSTRG.34865","CROT"
"271323","MSTRG.34866","ABCB4"
"271335","MSTRG.34867","."
"271336","MSTRG.34867","ABCB1"
"271358","MSTRG.34870","SLC25A40"
"271359","MSTRG.34870","."
"271397","MSTRG.34873","."
"271399","MSTRG.34873","SRI"
"271428","MSTRG.34876","STEAP4"
"271472","MSTRG.34882","STEAP1"
"271523","MSTRG.34890","GTPBP10"
"271527","MSTRG.34890","CLDN12"
"271570","MSTRG.34896","FZD1"
"271595","MSTRG.34899","AKAP9"
"271597","MSTRG.34899","."
"271637","MSTRG.34900","CYP51A1"
"271701","MSTRG.34900","."
"271729","MSTRG.34903","ANKIB1"
"271742","MSTRG.34906","."
"271744","MSTRG.34906","GATAD1"
"271759","MSTRG.34908","."
"271761","MSTRG.34908","PEX1"
"271777","MSTRG.34911","."
"271798","MSTRG.34912","CDK6"
"271818","MSTRG.34917","."
"271820","MSTRG.34917","SAMD9"
"271824","MSTRG.34917","SAMD9L"
"271836","MSTRG.34918","HEPACAM2"
"271840","MSTRG.34918","."
"271846","MSTRG.34919","VPS50"
"271872","MSTRG.34923","."
"271879","MSTRG.34928","TFPI2"
"271891","MSTRG.34930","GNG11"
"271900","MSTRG.34932","BET1"
"271910","MSTRG.34936","."
"271911","MSTRG.34936","COL1A2"
"271928","MSTRG.34937","."
"271929","MSTRG.34937","CASD1"
"271937","MSTRG.34938","SGCE"
"272070","MSTRG.34945","PON1"
"272076","MSTRG.34948","."
"272077","MSTRG.34948","PON3"
"272091","MSTRG.34950","."
"272093","MSTRG.34950","PON2"
"272122","MSTRG.34952","PDK4"
"272152","MSTRG.34954","SLC25A13"
"272154","MSTRG.34954","."
"272189","MSTRG.34958","SEM1"
"272218","MSTRG.34963","."
"272224","MSTRG.34963","SDHAF3"
"272251","MSTRG.34969","TAC1"
"272257","MSTRG.34970","ASNS"
"272300","MSTRG.34970","."
"272311","MSTRG.34979","."
"272312","MSTRG.34979","LMTK2"
"272314","MSTRG.34980","BHLHA15"
"272316","MSTRG.34981","TECPR1"
"272317","MSTRG.34981","."
"272335","MSTRG.34982","BRI3"
"272341","MSTRG.34983","BAIAP2L1"
"272343","MSTRG.34983","."
"272349","MSTRG.34985","."
"272350","MSTRG.34985","RPS3AP26"
"272354","MSTRG.34986","NPTX2"
"272366","MSTRG.34988","."
"272368","MSTRG.34988","TRRAP"
"272385","MSTRG.34988","MIR3609"
"272397","MSTRG.34991","."
"272400","MSTRG.34991","SMURF1"
"272422","MSTRG.34996","."
"272423","MSTRG.34996","ARPC1A"
"272432","MSTRG.34996","ARPC1B"
"272456","MSTRG.34997","PDAP1"
"272457","MSTRG.34997","."
"272461","MSTRG.34998","BUD31"
"272470","MSTRG.34999","PTCD1"
"272479","MSTRG.35000","CPSF4"
"272482","MSTRG.35000","."
"272499","MSTRG.34999","ATP5MF"
"272530","MSTRG.35002","ZNF394"
"272565","MSTRG.35006","ZNF655"
"272597","MSTRG.35008","ZSCAN25"
"272608","MSTRG.35010","."
"272611","MSTRG.35010","CYP3A5"
"272634","MSTRG.35011","CYP3A7"
"272640","MSTRG.35010","CYP3A4"
"272671","MSTRG.35014","."
"272673","MSTRG.35014","TRIM4"
"272685","MSTRG.35018","AZGP1"
"272691","MSTRG.35020","AZGP1P1"
"272707","MSTRG.35021","ZKSCAN1"
"272710","MSTRG.35021","."
"272726","MSTRG.35025","."
"272731","MSTRG.35025","ZNF3"
"272748","MSTRG.35026","COPS6"
"272757","MSTRG.35027","."
"272758","MSTRG.35027","MCM7"
"272766","MSTRG.35028","MIR25"
"272776","MSTRG.35030","AP4M1"
"272781","MSTRG.35030","."
"272832","MSTRG.35031","TAF6"
"272866","MSTRG.35032","CNPY4"
"272874","MSTRG.35034","."
"272880","MSTRG.35034","LAMTOR4"
"272895","MSTRG.35037","."
"272896","MSTRG.35037","TRAPPC14"
"272910","MSTRG.35038","GAL3ST4"
"272953","MSTRG.35041","."
"272983","MSTRG.35042","."
"273096","MSTRG.35042","PMS2P1"
"273120","MSTRG.35040","STAG3L5P"
"273121","MSTRG.35040","."
"273157","MSTRG.35040","PILRB"
"273173","MSTRG.35040","PILRA"
"273205","MSTRG.35040","MEPCE"
"273211","MSTRG.35047","PPP1R35"
"273216","MSTRG.35047","."
"273223","MSTRG.35048","TSC22D4"
"273225","MSTRG.35048","."
"273245","MSTRG.35051","."
"273246","MSTRG.35051","AGFG2"
"273253","MSTRG.35052","."
"273262","MSTRG.35052","LRCH4"
"273283","MSTRG.35055","PCOLCE"
"273296","MSTRG.35056","MOSPD3"
"273301","MSTRG.35056","."
"273307","MSTRG.35057","TFR2"
"273311","MSTRG.35057","."
"273325","MSTRG.35058","."
"273327","MSTRG.35058","GNB2"
"273339","MSTRG.35059","."
"273345","MSTRG.35059","GIGYF1"
"273358","MSTRG.35060","POP7"
"273371","MSTRG.35064","EPHB4"
"273390","MSTRG.35066","."
"273392","MSTRG.35066","SLC12A9"
"273427","MSTRG.35066","TRIP6"
"273436","MSTRG.35067","."
"273445","MSTRG.35067","SRRT"
"273494","MSTRG.35071","."
"273497","MSTRG.35071","MUC3A"
"273531","MSTRG.35070","."
"273536","MSTRG.35071","MUC12"
"273581","MSTRG.35078","."
"273595","MSTRG.35080","."
"273598","MSTRG.35080","MUC17"
"273620","MSTRG.35084","."
"273626","MSTRG.35084","TRIM56"
"273631","MSTRG.35085","SERPINE1"
"273632","MSTRG.35085","."
"273633","MSTRG.35086","AP1S1"
"273635","MSTRG.35086","."
"273640","MSTRG.35087","MIR4653"
"273661","MSTRG.35089","."
"273662","MSTRG.35089","MOGAT3"
"273679","MSTRG.35090","."
"273681","MSTRG.35090","PLOD3"
"273696","MSTRG.35091","."
"273697","MSTRG.35091","ZNHIT1"
"273702","MSTRG.35092","."
"273705","MSTRG.35092","CLDN15"
"273714","MSTRG.35092","FIS1"
"273757","MSTRG.35101","CUX1"
"273813","MSTRG.35118","PRKRIP1"
"273844","MSTRG.35124","LRWD1"
"273845","MSTRG.35124","."
"273856","MSTRG.35125","POLR2J"
"273857","MSTRG.35125","."
"273873","MSTRG.35125","RASA4B"
"273892","MSTRG.35125","POLR2J3"
"273942","MSTRG.35125","RASA4"
"273969","MSTRG.35125","UPK3BL1"
"274050","MSTRG.35137","ARMC10"
"274062","MSTRG.35139","NAPEPLD"
"274063","MSTRG.35139","."
"274075","MSTRG.35141","."
"274104","MSTRG.35141","PMPCB"
"274112","MSTRG.35146","DNAJC2"
"274113","MSTRG.35146","."
"274127","MSTRG.35141","PSMC2"
"274184","MSTRG.35155","ORC5"
"274195","MSTRG.35157","EIF4BP6"
"274197","MSTRG.35158","."
"274238","MSTRG.35165","KMT2E-AS1"
"274242","MSTRG.35164","."
"274243","MSTRG.35164","KMT2E"
"274269","MSTRG.35167","."
"274279","MSTRG.35167","SRPK2"
"274295","MSTRG.35174","."
"274296","MSTRG.35174","PUS7"
"274308","MSTRG.35177","."
"274309","MSTRG.35177","RINT1"
"274322","MSTRG.35180","YBX1P2"
"274380","MSTRG.35184","SYPL1"
"274392","MSTRG.35185","NAMPT"
"274486","MSTRG.35193","CCDC71L"
"274506","MSTRG.35197","PRKAR2B"
"274517","MSTRG.35199","HBP1"
"274534","MSTRG.35201","COG5"
"274582","MSTRG.35204","BCAP29"
"274631","MSTRG.35207","CBLL1-AS1"
"274633","MSTRG.35208","CBLL1"
"274642","MSTRG.35209","."
"274643","MSTRG.35209","SLC26A3"
"274653","MSTRG.35211","."
"274657","MSTRG.35211","DLD"
"274667","MSTRG.35212","."
"274680","MSTRG.35212","LAMB1"
"274720","MSTRG.35215","."
"274739","MSTRG.35216","PNPLA8"
"274740","MSTRG.35216","."
"274748","MSTRG.35217","RPL7P32"
"274752","MSTRG.35216","THAP5"
"274761","MSTRG.35218","DNAJB9"
"274786","MSTRG.35219","IMMP2L"
"274787","MSTRG.35219","."
"274845","MSTRG.35229","ZNF277"
"274869","MSTRG.35234","IFRD1"
"274934","MSTRG.35238","TMEM168"
"275003","MSTRG.35241","SMIM30"
"275068","MSTRG.35250","MDFIC"
"275107","MSTRG.35257","TES"
"275137","MSTRG.35260","CAV2"
"275143","MSTRG.35262","CAV1"
"275155","MSTRG.35265","."
"275160","MSTRG.35265","MET"
"275174","MSTRG.35266","CAPZA2"
"275200","MSTRG.35272","ST7"
"275256","MSTRG.35281","WNT2"
"275275","MSTRG.35282","."
"275281","MSTRG.35282","CFTR"
"275309","MSTRG.35290","."
"275372","MSTRG.35293","TSPAN12"
"275373","MSTRG.35293","."
"275392","MSTRG.35296","."
"275395","MSTRG.35296","CPED1"
"275413","MSTRG.35300","."
"275414","MSTRG.35300","FAM3C"
"275498","MSTRG.35308","."
"275502","MSTRG.35309","."
"275550","MSTRG.35316","NDUFA5"
"275559","MSTRG.35316","."
"275591","MSTRG.35317","WASL"
"275592","MSTRG.35317","."
"275634","MSTRG.35321","POT1"
"275708","MSTRG.35330","."
"275718","MSTRG.35330","GRM8"
"275748","MSTRG.35338","."
"275756","MSTRG.35342","GCC1"
"275758","MSTRG.35343","ARF5"
"275781","MSTRG.35345","."
"275783","MSTRG.35345","SND1"
"275827","MSTRG.35354","IMPDH1"
"275833","MSTRG.35354","."
"275851","MSTRG.35358","HILPDA"
"275862","MSTRG.35358","METTL2B"
"275867","MSTRG.35358","."
"275960","MSTRG.35369","."
"275961","MSTRG.35369","CALU"
"275988","MSTRG.35374","FLNC"
"275997","MSTRG.35376","ATP6V1F"
"276030","MSTRG.35378","."
"276057","MSTRG.35380","."
"276058","MSTRG.35380","TNPO3"
"276075","MSTRG.35385","TSPAN33"
"276076","MSTRG.35385","."
"276082","MSTRG.35387","SMO"
