"","gene_id","gene_name"
"85759","MSTRG.11148","FRMD6"
"85787","MSTRG.11152","GNG2"
"85798","MSTRG.11155","RTRAF"
"85806","MSTRG.11156","NID2"
"85810","MSTRG.11156","."
"85827","MSTRG.11160","PTGER2"
"85829","MSTRG.11162","TXNDC16"
"85838","MSTRG.11164","."
"85839","MSTRG.11164","ERO1A"
"85852","MSTRG.11166","."
"85854","MSTRG.11166","PSMC6"
"85875","MSTRG.11168","GNPNAT1"
"85876","MSTRG.11168","."
"85895","MSTRG.11174","FERMT2"
"85972","MSTRG.11186","BMP4"
"85974","MSTRG.11186","."
"85990","MSTRG.11188","CDKN3"
"85997","MSTRG.11189","CNIH1"
"86006","MSTRG.11190","GMFB"
"86007","MSTRG.11190","."
"86021","MSTRG.11191","CGRRF1"
"86041","MSTRG.11192","SAMD4A"
"86059","MSTRG.11194","GCH1"
"86067","MSTRG.11198","WDHD1"
"86078","MSTRG.11200","MAPK1IP1L"
"86080","MSTRG.11200","."
"86096","MSTRG.11203","LGALS3"
"86102","MSTRG.11205","."
"86103","MSTRG.11205","DLGAP5"
"86118","MSTRG.11209","FBXO34"
"86132","MSTRG.11209","."
"86135","MSTRG.11214","ATG14"
"86152","MSTRG.11219","."
"86157","MSTRG.11219","KTN1"
"86213","MSTRG.11226","PELI2"
"86229","MSTRG.11227","TMEM260"
"86296","MSTRG.11232","."
"86305","MSTRG.11233","."
"86307","MSTRG.11233","AP5M1"
"86319","MSTRG.11235","NAA30"
"86366","MSTRG.11243","ACTR10"
"86379","MSTRG.11244","PSMA3"
"86394","MSTRG.11238","."
"86396","MSTRG.11238","PSMA3-AS1"
"86427","MSTRG.11249","."
"86429","MSTRG.11249","ARID4A"
"86445","MSTRG.11253","TIMM9"
"86496","MSTRG.11257","DACT1"
"86534","MSTRG.11262","DAAM1"
"86578","MSTRG.11264","JKAMP"
"86599","MSTRG.11265","RTN1"
"86629","MSTRG.11271","DHRS7"
"86661","MSTRG.11274","PPM1A"
"86664","MSTRG.11274","."
"86705","MSTRG.11281","MNAT1"
"86759","MSTRG.11287","TMEM30B"
"86769","MSTRG.11286","PRKCH"
"86807","MSTRG.11292","HIF1A"
"86863","MSTRG.11295","RHOJ"
"86869","MSTRG.11296","."
"86870","MSTRG.11296","PPP2R5E"
"86883","MSTRG.11299","WDR89"
"86899","MSTRG.11307","SGPP1"
"86909","MSTRG.11308","SYNE2"
"86920","MSTRG.11308","."
"86988","MSTRG.11318","MTHFD1"
"86989","MSTRG.11318","."
"87027","MSTRG.11322","AKAP5"
"87054","MSTRG.11323","ZBTB1"
"87059","MSTRG.11326","HSPA2"
"87064","MSTRG.11327","PPP1R36"
"87087","MSTRG.11331","PLEKHG3"
"87112","MSTRG.11334","CHURC1"
"87120","MSTRG.11335","GPX2"
"87124","MSTRG.11336","RAB15"
"87136","MSTRG.11334","FNTB"
"87148","MSTRG.11338","MAX"
"87185","MSTRG.11352","FUT8"
"87213","MSTRG.11359","."
"87216","MSTRG.11359","YBX1P1"
"87262","MSTRG.11365","GPHN"
"87298","MSTRG.11369","."
"87303","MSTRG.11369","PALS1"
"87320","MSTRG.11371","."
"87321","MSTRG.11371","ATP6V1D"
"87332","MSTRG.11373","EIF2S1"
"87338","MSTRG.11374","PLEK2"
"87347","MSTRG.11375","TMEM229B"
"87353","MSTRG.11376","."
"87354","MSTRG.11376","PLEKHH1"
"87373","MSTRG.11378","PIGH"
"87388","MSTRG.11379","ARG2"
"87393","MSTRG.11381","VTI1B"
"87405","MSTRG.11381","RDH11"
"87425","MSTRG.11387","ZFYVE26"
"87472","MSTRG.11392","."
"87493","MSTRG.11405","ZFP36L1"
"87504","MSTRG.11407","ACTN1"
"87556","MSTRG.11409","."
"87578","MSTRG.11414","EXD2"
"87608","MSTRG.11417","ERH"
"87614","MSTRG.11418","."
"87618","MSTRG.11418","SLC39A9"
"87630","MSTRG.11419","SUSD6"
"87633","MSTRG.11419","."
"87636","MSTRG.11421","SRSF5"
"87644","MSTRG.11421","."
"87658","MSTRG.11422","SLC10A1"
"87661","MSTRG.11423","SMOC1"
"87663","MSTRG.11424","RPL7AP6"
"87689","MSTRG.11426","COX16"
"87699","MSTRG.11426","SYNJ2BP"
"87712","MSTRG.11428","MED6"
"87727","MSTRG.11431","TTC9"
"87771","MSTRG.11436","PCNX1"
"87918","MSTRG.11464","DCAF4"
"87938","MSTRG.11466","ZFYVE1"
"87948","MSTRG.11467","."
"87953","MSTRG.11467","RBM25"
"87970","MSTRG.11470","PSEN1"
"88054","MSTRG.11472","PAPLN"
"88071","MSTRG.11475","."
"88075","MSTRG.11475","NUMB"
"88124","MSTRG.11476","RIOX1"
"88132","MSTRG.11479","."
"88133","MSTRG.11479","ACOT1"
"88142","MSTRG.11479","ACOT2"
"88147","MSTRG.11484","ACOT4"
"88169","MSTRG.11490","PNMA1"
"88172","MSTRG.11491","."
"88173","MSTRG.11491","MIDEAS"
"88197","MSTRG.11494","."
"88221","MSTRG.11494","ZNF410"
"88254","MSTRG.11501","COQ6"
"88266","MSTRG.11502","ENTPD5"
"88272","MSTRG.11502","."
"88277","MSTRG.11503","."
"88295","MSTRG.11503","ALDH6A1"
"88323","MSTRG.11510","."
"88360","MSTRG.11513","NPC2"
"88372","MSTRG.11515","ISCA2"
"88374","MSTRG.11516","LTBP2"
"88387","MSTRG.11518","."
"88388","MSTRG.11518","AREL1"
"88406","MSTRG.11521","FCF1"
"88409","MSTRG.11521","."
"88418","MSTRG.11522","YLPM1"
"88419","MSTRG.11522","."
"88438","MSTRG.11525","DLST"
"88479","MSTRG.11527","PGF"
"88487","MSTRG.11528","."
"88488","MSTRG.11528","EIF2B2"
"88520","MSTRG.11531","ACYP1"
"88543","MSTRG.11534","NEK9"
"88563","MSTRG.11537","TMED10"
"88578","MSTRG.11544","FOS"
"88617","MSTRG.11545","JDP2"
"88621","MSTRG.11547","BATF"
"88627","MSTRG.11549","FLVCR2"
"88645","MSTRG.11552","ERG28"
"88691","MSTRG.11555","TGFB3"
"88701","MSTRG.11549","IFT43"
"88702","MSTRG.11549","."
"88748","MSTRG.11567","VASH1"
"88759","MSTRG.11569","."
"88763","MSTRG.11569","ANGEL1"
"88790","MSTRG.11578","."
"88791","MSTRG.11578","IRF2BPL"
"88817","MSTRG.11585","."
"88819","MSTRG.11585","CIPC"
"88846","MSTRG.11590","NGB"
"88927","MSTRG.11593","GSTZ1"
"88943","MSTRG.11594","TMED8"
"88956","MSTRG.11598","VIPAS39"
"88964","MSTRG.11599","AHSA1"
"88979","MSTRG.11601","ISM2"
"88987","MSTRG.11603","SPTLC2"
"89007","MSTRG.11608","SLIRP"
"89018","MSTRG.11609","SNW1"
"89075","MSTRG.11626","DIO2"
"89130","MSTRG.11637","GTF2A1"
"89157","MSTRG.11644","SEL1L"
"89158","MSTRG.11644","."
"89195","MSTRG.11646","ENSAP2"
"89279","MSTRG.11657","GALC"
"89451","MSTRG.11667","."
"89454","MSTRG.11667","PTPN21"
"89529","MSTRG.11676","FOXN3"
"89532","MSTRG.11676","."
"89618","MSTRG.11691","PSMC1"
"89637","MSTRG.11694","RPL21P11"
"89640","MSTRG.11696","CALM1"
"89729","MSTRG.11707","."
"89739","MSTRG.11707","DGLUCY"
"89825","MSTRG.11716","."
"89827","MSTRG.11716","CCDC88C"
"89848","MSTRG.11720","."
"89859","MSTRG.11720","PPP4R3A"
"89893","MSTRG.11721","TC2N"
"89897","MSTRG.11721","."
"89901","MSTRG.11727","FBLN5"
"89911","MSTRG.11728","TRIP11"
"89977","MSTRG.11731","NDUFB1"
"89983","MSTRG.11732","CPSF2"
"90002","MSTRG.11733","."
"90009","MSTRG.11733","RIN3"
"90022","MSTRG.11734","LGMN"
"90041","MSTRG.11735","GOLGA5"
"90049","MSTRG.11736","."
"90051","MSTRG.11736","CHGA"
"90058","MSTRG.11737","ITPK1"
"90064","MSTRG.11737","."
"90077","MSTRG.11739","MOAP1"
"90079","MSTRG.11740","TMEM251"
"90084","MSTRG.11741","GON7"
"90088","MSTRG.11740","UBR7"
"90090","MSTRG.11740","."
"90095","MSTRG.11743","."
"90097","MSTRG.11743","BTBD7"
"90123","MSTRG.11750","PRIMA1"
"90124","MSTRG.11750","."
"90143","MSTRG.11751","ASB2"
"90164","MSTRG.11755","DDX24"
"90176","MSTRG.11756","IFI27L1"
"90178","MSTRG.11756","."
"90190","MSTRG.11756","IFI27"
"90207","MSTRG.11757","IFI27L2"
"90217","MSTRG.11759","SERPINA10"
"90221","MSTRG.11760","SERPINA6"
"90224","MSTRG.11760","."
"90227","MSTRG.11761","."
"90228","MSTRG.11761","SERPINA1"
"90252","MSTRG.11763","SERPINA11"
"90270","MSTRG.11769","SERPINA4"
"90276","MSTRG.11769","SERPINA5"
"90290","MSTRG.11769","."
"90295","MSTRG.11769","SERPINA3"
"90315","MSTRG.11772","DICER1"
"90359","MSTRG.11775","CLMN"
"90409","MSTRG.11783","GLRX5"
"90457","MSTRG.11784","TCL1A"
"90480","MSTRG.11787","C14orf132"
"90483","MSTRG.11788","BDKRB2"
"90487","MSTRG.11788","."
"90498","MSTRG.11788","BDKRB1"
"90508","MSTRG.11794","."
"90521","MSTRG.11795","GSKIP"
"90540","MSTRG.11801","."
"90542","MSTRG.11801","PAPOLA"
"90719","MSTRG.11805","."
"90721","MSTRG.11805","RPL3P4"
"90722","MSTRG.11806","."
"90736","MSTRG.11812","SETD3"
"90737","MSTRG.11812","."
"90748","MSTRG.11814","."
"90751","MSTRG.11814","CCNK"
"90760","MSTRG.11815","CCDC85C"
"90782","MSTRG.11820","."
"90792","MSTRG.11820","EML1"
"90810","MSTRG.11823","EVL"
"90817","MSTRG.11823","."
"90847","MSTRG.11829","DEGS2"
"90851","MSTRG.11831","YY1"
"90866","MSTRG.11833","SLC25A29"
"90894","MSTRG.11835","."
"90896","MSTRG.11835","SLC25A47"
"90899","MSTRG.11836","."
"90901","MSTRG.11836","WARS1"
"90953","MSTRG.11840","WDR25"
"91001","MSTRG.11844","."
"91259","MSTRG.11904","."
"91287","MSTRG.11904","DIO3OS"
"91304","MSTRG.11905","DIO3"
"91311","MSTRG.11907","."
"91314","MSTRG.11908","LINC00239"
"91319","MSTRG.11909","."
"91325","MSTRG.11909","PPP2R5C"
"91376","MSTRG.11916","DYNC1H1"
"91439","MSTRG.11919","HSP90AA1"
"91458","MSTRG.11920","."
"91555","MSTRG.11923","CINP"
"91568","MSTRG.11925","."
"91570","MSTRG.11925","ANKRD9"
"91585","MSTRG.11929","RCOR1"
"91596","MSTRG.11933","TRAF3"
"91611","MSTRG.11935","."
"91613","MSTRG.11935","AMN"
"91621","MSTRG.11936","."
"91622","MSTRG.11936","CDC42BPB"
"91660","MSTRG.11942","."
"91668","MSTRG.11942","TNFAIP2"
"91694","MSTRG.11944","."
"91699","MSTRG.11944","EIF5"
"91722","MSTRG.11946","MARK3"
"91801","MSTRG.11948","CKB"
"91821","MSTRG.11950","."
"91822","MSTRG.11950","TRMT61A"
"91827","MSTRG.11952","BAG5"
"91858","MSTRG.11953","KLC1"
"91948","MSTRG.11958","ZFYVE21"
"91962","MSTRG.11960","PPP1R13B"
"91964","MSTRG.11960","."
"92002","MSTRG.11965","ATP5MJ"
"92032","MSTRG.11971","."
"92034","MSTRG.11971","ASPG"
"92054","MSTRG.11973","KIF26A"
"92088","MSTRG.11983","."
"92095","MSTRG.11983","INF2"
"92141","MSTRG.11985","ADSS1"
"92155","MSTRG.11986","SIVA1"
"92163","MSTRG.11987","."
"92171","MSTRG.11987","AKT1"
"92213","MSTRG.11989","."
"92217","MSTRG.11989","ZBTB42"
"92230","MSTRG.11995","CEP170B"
"92232","MSTRG.11995","."
"92240","MSTRG.11997","PLD4"
"92247","MSTRG.11998","."
"92285","MSTRG.12001","."
"92286","MSTRG.12001","CDCA4"
"92324","MSTRG.12010","JAG2"
"92326","MSTRG.12010","."
"92340","MSTRG.12010","NUDT14"
"92351","MSTRG.12012","BRF1"
"92374","MSTRG.12013","BTBD6"
"92385","MSTRG.12014","PACS2"
"92426","MSTRG.12018","MTA1"
"92430","MSTRG.12018","."
"92457","MSTRG.12021","CRIP2"
"92466","MSTRG.12022","."
"92474","MSTRG.12022","CRIP1"
"92521","MSTRG.12024","."
"92527","MSTRG.12024","IGHA2"
"92531","MSTRG.12025","."
"92550","MSTRG.12026","IGHE"
"92560","MSTRG.12024","IGHG4"
"92574","MSTRG.12028","."
"92575","MSTRG.12029","."
"92576","MSTRG.12024","IGHG2"
"92600","MSTRG.12024","IGHGP"
"92607","MSTRG.12024","IGHA1"
"92616","MSTRG.12024","IGHG1"
"92627","MSTRG.12024","IGHG3"
"92630","MSTRG.12034","IGHD"
"92631","MSTRG.12024","IGHM"
"92635","MSTRG.12035","MIR4539"
"92636","MSTRG.12036","MIR4507"
"92638","MSTRG.12037","MIR4537"
"92639","MSTRG.12024","IGHJ6"
"92640","MSTRG.12038","IGHJ3P"
"92641","MSTRG.12024","IGHJ5"
"92642","MSTRG.12024","IGHJ4"
"92643","MSTRG.12024","IGHJ3"
"92684","MSTRG.12050","IGHD3-9"
"92685","MSTRG.12050","."
"92723","MSTRG.12071","IGHV6-1"
"92727","MSTRG.12072","."
"92728","MSTRG.12073","IGHV1-2"
"92730","MSTRG.12074","IGHV1-3"
"92731","MSTRG.12075","IGHV4-4"
"92732","MSTRG.12076","IGHV7-4-1"
"92733","MSTRG.12077","IGHV2-5"
"92737","MSTRG.12078","."
"92739","MSTRG.12078","IGHV3-7"
"92742","MSTRG.12078","IGHV3-64D"
"92743","MSTRG.12079","IGHV5-10-1"
"92744","MSTRG.12080","."
"92745","MSTRG.12080","IGHV3-11"
"92747","MSTRG.12082","IGHV1-12"
"92748","MSTRG.12078","IGHV3-13"
"92752","MSTRG.12078","IGHV3-15"
"92764","MSTRG.12089","IGHV1-18"
"92769","MSTRG.12078","IGHV3-20"
"92772","MSTRG.12078","IGHV3-21"
"92774","MSTRG.12078","IGHV3-22"
"92777","MSTRG.12078","IGHVIII-22-2"
"92778","MSTRG.12078","IGHV3-23"
"92779","MSTRG.12093","IGHV1-24"
"92785","MSTRG.12098","IGHV2-26"
"92788","MSTRG.12100","."
"92790","MSTRG.12100","IGHV4-28"
"92795","MSTRG.12080","IGHV3-30"
"92804","MSTRG.12106","."
"92805","MSTRG.12106","IGHV4-31"
"92809","MSTRG.12080","IGHV3-33"
"92813","MSTRG.12106","IGHV4-34"
"92816","MSTRG.12112","."
"92822","MSTRG.12106","IGHV4-39"
"92826","MSTRG.12112","IGHV3-41"
"92832","MSTRG.12112","IGHV3-43"
"92843","MSTRG.12129","IGHV1-46"
"92848","MSTRG.12112","IGHV3-48"
"92850","MSTRG.12112","IGHV3-49"
"92853","MSTRG.12135","IGHV5-51"
"92858","MSTRG.12112","IGHV3-53"
"92862","MSTRG.12138","IGHV4-55"
"92863","MSTRG.12138","."
"92864","MSTRG.12139","."
"92867","MSTRG.12142","IGHV1-58"
"92868","MSTRG.12143","IGHV4-59"
"92872","MSTRG.12147","."
"92873","MSTRG.12147","IGHV4-61"
"92875","MSTRG.12148","."
"92878","MSTRG.12149","."
"92879","MSTRG.12149","IGHV3-64"
"92880","MSTRG.12149","IGHV3-65"
"92883","MSTRG.12149","IGHV3-66"
"92891","MSTRG.12151","."
"92892","MSTRG.12151","IGHV1-69"
"92893","MSTRG.12152","IGHV2-70D"
"92894","MSTRG.12153","IGHV3-69-1"
"92897","MSTRG.12151","IGHV1-69D"
"92898","MSTRG.12156","IGHV2-70"
"92900","MSTRG.12157","."
"92905","MSTRG.12157","IGHV3-72"
"92907","MSTRG.12157","IGHV3-73"
"92908","MSTRG.12157","IGHV3-74"
"92938","MSTRG.12163","IGHV1OR15-2"
"93112","MSTRG.12170","."
"93115","MSTRG.12172","."
"93146","MSTRG.12171","IGHV1OR15-1"
"93246","MSTRG.12196","."
"93293","MSTRG.12201","NIPA1"
"93300","MSTRG.12203","."
"93308","MSTRG.12203","NIPA2"
"93323","MSTRG.12204","CYFIP1"
"93325","MSTRG.12204","."
"93342","MSTRG.12205","TUBGCP5"
"93407","MSTRG.12216","NDN"
"93490","MSTRG.12220","SNRPN"
"93765","MSTRG.12247","UBE3A"
"93774","MSTRG.12247","."
"93949","MSTRG.12257","OCA2"
"93956","MSTRG.12260","HERC2"
"93958","MSTRG.12260","."
"93982","MSTRG.12262","RPL41P2"
"94116","MSTRG.12294","FAM189A1"
"94141","MSTRG.12304","TJP1"
"94142","MSTRG.12304","."
"94150","MSTRG.12306","HMGN2P5"
"94151","MSTRG.12307","."
"94313","MSTRG.12342","MTMR10"
"94359","MSTRG.12346","KLF13"
"94364","MSTRG.12346","."
"94491","MSTRG.12363","."
"94493","MSTRG.12363","ARHGAP11A"
"94500","MSTRG.12363","SCG5"
"94514","MSTRG.12367","GREM1"
"94520","MSTRG.12368","FMN1"
"94600","MSTRG.12378","AVEN"
"94609","MSTRG.12383","EMC7"
"94616","MSTRG.12386","KATNBL1"
"94634","MSTRG.12388","EMC4"
"94673","MSTRG.12392","NOP10"
"94685","MSTRG.12393","LPCAT4"
"94687","MSTRG.12393","."
"94700","MSTRG.12395","."
"94757","MSTRG.12404","ACTC1"
"94763","MSTRG.12405","AQR"
"94767","MSTRG.12406","RPL36AP8"
"94770","MSTRG.12407","ZNF770"
"94787","MSTRG.12413","."
"94792","MSTRG.12412","DPH6"
"94939","MSTRG.12432","."
"94941","MSTRG.12432","SPRED1"
"94945","MSTRG.12433","FAM98B"
"95035","MSTRG.12446","THBS1"
"95036","MSTRG.12446","."
"95042","MSTRG.12447","THBS1-AS1"
"95048","MSTRG.12447","FSIP1"
"95049","MSTRG.12447","."
"95062","MSTRG.12447","GPR176"
"95071","MSTRG.12450","EIF2AK4"
"95072","MSTRG.12450","."
"95086","MSTRG.12452","SRP14"
"95108","MSTRG.12456","BMF"
"95137","MSTRG.12458","BUB1B"
"95163","MSTRG.12458","."
"95189","MSTRG.12464","PLCB2"
"95202","MSTRG.12468","INAFM2"
"95208","MSTRG.12469","CCDC9B"
"95209","MSTRG.12469","."
"95216","MSTRG.12470","."
"95224","MSTRG.12470","PHGR1"
"95229","MSTRG.12471","."
"95242","MSTRG.12475","KNSTRN"
"95259","MSTRG.12477","IVD"
"95263","MSTRG.12477","."
"95278","MSTRG.12478","BAHD1"
"95279","MSTRG.12478","."
"95288","MSTRG.12481","CHST14"
"95303","MSTRG.12483","."
"95305","MSTRG.12483","CCDC32"
"95315","MSTRG.12486","RPUSD2"
"95345","MSTRG.12491","RAD51"
"95354","MSTRG.12492","RMDN3"
"95358","MSTRG.12492","."
"95367","MSTRG.12493","GCHFR"
"95387","MSTRG.12496","ZFYVE19"
"95406","MSTRG.12497","."
"95407","MSTRG.12497","PPP1R14D"
"95413","MSTRG.12498","SPINT1-AS1"
"95416","MSTRG.12498","."
"95420","MSTRG.12499","."
"95422","MSTRG.12499","SPINT1"
"95434","MSTRG.12500","RHOV"
"95438","MSTRG.12502","VPS18"
"95450","MSTRG.12505","DLL4"
"95458","MSTRG.12507","CHAC1"
"95460","MSTRG.12508","."
"95461","MSTRG.12508","INO80"
"95502","MSTRG.12515","CHP1"
"95509","MSTRG.12515","."
"95511","MSTRG.12516","."
"95514","MSTRG.12516","OIP5-AS1"
"95529","MSTRG.12517","OIP5"
"95532","MSTRG.12516","NUSAP1"
"95551","MSTRG.12519","NDUFAF1"
"95565","MSTRG.12520","RTF1"
"95567","MSTRG.12520","."
"95573","MSTRG.12522","."
"95577","MSTRG.12523","ITPKA"
"95603","MSTRG.12525","RPAP1"
"95614","MSTRG.12526","."
"95617","MSTRG.12527","TYRO3"
"95675","MSTRG.12533","MAPKBP1"
"95730","MSTRG.12536","."
"95750","MSTRG.12536","EHD4"
"95771","MSTRG.12545","."
"95773","MSTRG.12545","PLA2G4F"
"95781","MSTRG.12546","VPS39"
"95798","MSTRG.12548","."
"95927","MSTRG.12550","ZNF106"
"95929","MSTRG.12550","."
"95946","MSTRG.12552","SNAP23"
"95983","MSTRG.12554","HAUS2"
"95991","MSTRG.12556","MYL12BP1"
"96008","MSTRG.12559","CDAN1"
"96035","MSTRG.12566","UBR1"
"96058","MSTRG.12570","."
"96078","MSTRG.12570","CCNDBP1"
"96125","MSTRG.12575","ZSCAN29"
"96145","MSTRG.12578","TP53BP1"
"96162","MSTRG.12579","MAP1A"
"96165","MSTRG.12580","."
"96167","MSTRG.12580","PPIP5K1"
"96201","MSTRG.12581","."
"96202","MSTRG.12581","CKMT1B"
"96279","MSTRG.12581","CKMT1A"
"96312","MSTRG.12589","PDIA3"
"96347","MSTRG.12590","ELL3"
"96350","MSTRG.12590","."
"96358","MSTRG.12591","SERF2"
"96385","MSTRG.12591","HYPK"
"96400","MSTRG.12593","MFAP1"
"96405","MSTRG.12594","WDR76"
"96428","MSTRG.12600","."
"96430","MSTRG.12600","GOLM2"
"96450","MSTRG.12605","CTDSPL2"
"96473","MSTRG.12609","EIF3J"
"96481","MSTRG.12610","SPG11"
"96493","MSTRG.12610","."
"96544","MSTRG.12614","B2M"
"96556","MSTRG.12615","TRIM69"
"96570","MSTRG.12617","."
"96574","MSTRG.12617","SORD2P"
"96595","MSTRG.12627","SORD"
"96611","MSTRG.12631","DUOX2"
"96612","MSTRG.12631","."
"96622","MSTRG.12632","DUOXA2"
"96662","MSTRG.12635","SHF"
"96684","MSTRG.12638","."
"96686","MSTRG.12638","SLC28A2"
"96695","MSTRG.12639","GATM"
"96697","MSTRG.12639","."
"96720","MSTRG.12641","SPATA5L1"
"96726","MSTRG.12643","C15orf48"
"96730","MSTRG.12642","."
"96780","MSTRG.12651","BLOC1S6"
"96802","MSTRG.12651","SQOR"
"96806","MSTRG.12651","."
"96850","MSTRG.12658","."
"96864","MSTRG.12665","RPL7AP62"
"96944","MSTRG.12677","DUT"
"96954","MSTRG.12678","."
"96958","MSTRG.12678","FBN1"
"96999","MSTRG.12688","EID1"
"97004","MSTRG.12690","SECISBP2L"
"97018","MSTRG.12693","COPS2"
"97037","MSTRG.12695","GALK2"
"97040","MSTRG.12695","."
"97064","MSTRG.12695","FGF7"
"97081","MSTRG.12704","DTWD1"
"97121","MSTRG.12708","SLC27A2"
"97174","MSTRG.12716","USP8"
"97202","MSTRG.12720","TRPM7"
"97212","MSTRG.12720","."
"97223","MSTRG.12722","SPPL2A"
"97224","MSTRG.12722","."
"97270","MSTRG.12729","TNFAIP8L3"
"97298","MSTRG.12737","."
"97299","MSTRG.12737","GLDN"
"97341","MSTRG.12746","LYSMD2"
"97358","MSTRG.12749","TMOD3"
"97375","MSTRG.12757","."
"97379","MSTRG.12757","LEO1"
"97389","MSTRG.12758","."
"97390","MSTRG.12758","MAPK6"
"97418","MSTRG.12765","GNB5"
"97433","MSTRG.12770","MYO5C"
"97435","MSTRG.12770","."
"97503","MSTRG.12774","ARPP19"
"97519","MSTRG.12776","FAM214A"
"97532","MSTRG.12776","."
"97571","MSTRG.12788","."
"97600","MSTRG.12790","RSL24D1"
"97612","MSTRG.12791","RAB27A"
"97613","MSTRG.12791","."
"97635","MSTRG.12791","PIGBOS1"
"97657","MSTRG.12794","CCPG1"
"97662","MSTRG.12794","."
"97700","MSTRG.12804","NEDD4"
"97726","MSTRG.12807","."
"97788","MSTRG.12825","."
"97791","MSTRG.12825","TCF12"
"97839","MSTRG.12829","CGNL1"
"97848","MSTRG.12833","MYZAP"
"97851","MSTRG.12833","GCOM1"
"97874","MSTRG.12833","POLR2M"
"97902","MSTRG.12839","AQP9"
"97925","MSTRG.12848","."
"97945","MSTRG.12854","ADAM10"
"97982","MSTRG.12866","."
"97987","MSTRG.12866","SLTM"
"98042","MSTRG.12871","CCNB2"
"98045","MSTRG.12872","."
"98049","MSTRG.12872","MYO1E"
"98070","MSTRG.12883","."
"98075","MSTRG.12881","FAM81A"
"98092","MSTRG.12885","."
"98112","MSTRG.12885","GCNT3"
"98118","MSTRG.12888","."
"98131","MSTRG.12888","BNIP2"
"98145","MSTRG.12892","."
"98146","MSTRG.12892","RPS3AP6"
"98158","MSTRG.12893","ANXA2"
"98173","MSTRG.12893","."
"98285","MSTRG.12911","VPS13C"
"98287","MSTRG.12911","."
"98306","MSTRG.12914","C2CD4A"
"98311","MSTRG.12915","C2CD4B"
"98344","MSTRG.12916","TLN2"
"98345","MSTRG.12916","."
"98374","MSTRG.12923","."
"98377","MSTRG.12923","TPM1"
"98426","MSTRG.12926","."
"98430","MSTRG.12926","LACTB"
"98434","MSTRG.12927","RPS27L"
"98445","MSTRG.12928","RAB8B"
"98456","MSTRG.12930","."
"98463","MSTRG.12930","CA12"
"98491","MSTRG.12936","USP3"
"98530","MSTRG.12939","FBXL22"
"98541","MSTRG.12940","."
"98570","MSTRG.12942","DAPK2"
"98571","MSTRG.12942","."
"98596","MSTRG.12944","CIAO2A"
"98604","MSTRG.12945","."
"98634","MSTRG.12948","PPIB"
"98674","MSTRG.12949","PCLAF"
"98685","MSTRG.12951","."
"98687","MSTRG.12951","TRIP4"
"98699","MSTRG.12953","ZNF609"
"98710","MSTRG.12960","OAZ2"
"98713","MSTRG.12960","."
"98723","MSTRG.12964","RBPMS2"
"98746","MSTRG.12967","PLEKHO2"
"98768","MSTRG.12972","SPG21"
"98791","MSTRG.12975","SLC51B"
"98794","MSTRG.12976","RASL12"
"98803","MSTRG.12978","PDCD7"
"98807","MSTRG.12979","CLPX"
"98808","MSTRG.12979","."
"98815","MSTRG.12980","CILP"
"98822","MSTRG.12981","PARP16"
"98844","MSTRG.12985","."
"98845","MSTRG.12985","DPP8"
"98870","MSTRG.12989","HACD3"
"98882","MSTRG.12991","."
"98883","MSTRG.12991","INTS14"
"98959","MSTRG.12997","RAB11A"
"98986","MSTRG.13004","DIS3L"
"99012","MSTRG.13009","MAP2K1"
"99032","MSTRG.13012","SNAPC5"
"99040","MSTRG.13014","RPL4"
"99071","MSTRG.13015","ZWILCH"
"99117","MSTRG.13024","SMAD3"
"99135","MSTRG.13026","AAGAB"
"99189","MSTRG.13032","."
"99190","MSTRG.13032","MAP2K5"
"99213","MSTRG.13036","RNU6-1"
"99218","MSTRG.13037","PIAS1"
"99226","MSTRG.13038","CALML4"
"99228","MSTRG.13038","."
"99243","MSTRG.13038","CLN6"
"99272","MSTRG.13042","FEM1B"
"99276","MSTRG.13043","ITGA11"
"99289","MSTRG.13045","ANP32A"
"99301","MSTRG.13047","SPESP1"
"99331","MSTRG.13053","."
"99332","MSTRG.13053","GLCE"
"99372","MSTRG.13059","KIF23"
"99379","MSTRG.13059","."
"99389","MSTRG.13061","RPLP1"
"99492","MSTRG.13067","TLE3"
"99523","MSTRG.13069","UACA"
"99524","MSTRG.13069","."
"99591","MSTRG.13079","THSD4"
"99594","MSTRG.13082","HMGB1P6"
"99603","MSTRG.13084","."
"99664","MSTRG.13095","."
"99679","MSTRG.13097","PKM"
"99684","MSTRG.13097","."
"99710","MSTRG.13098","PARP6"
"99763","MSTRG.13098","HEXA"
"99855","MSTRG.13110","BBS4"
"99867","MSTRG.13111","ADPGK"
"99892","MSTRG.13113","."
"99897","MSTRG.13113","NEO1"
"99917","MSTRG.13117","NPTN"
"99919","MSTRG.13117","."
"99929","MSTRG.13119","."
"99934","MSTRG.13119","CD276"
"99985","MSTRG.13123","LOXL1"
"100006","MSTRG.13125","PML"
"100021","MSTRG.13125","."
"100060","MSTRG.13133","ISLR"
"100118","MSTRG.13140","SEMA7A"
"100119","MSTRG.13140","."
"100129","MSTRG.13140","UBL7"
"100164","MSTRG.13145","ARID3B"
"100183","MSTRG.13146","."
"100184","MSTRG.13146","CLK3"
"100206","MSTRG.13149","EDC3"
"100226","MSTRG.13150","CYP1A1"
"100235","MSTRG.13151","CYP1A2"
"100236","MSTRG.13152","CSK"
