"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"KCTD12",6.93904787105925e-32,0.432566782502445,0.398,0.068,4.29249501303725e-27
"EPS8",6.94609726522113e-32,0.384677870897695,0.444,0.085,4.29685576826579e-27
"UQCR11",7.0729607743305e-32,0.739492324390761,0.992,0.793,4.37533353500084e-27
"ATP2A2",7.13891948578413e-32,0.431219780478627,0.609,0.152,4.41613559390606e-27
"EMC2",9.13558098384589e-32,0.454727389924488,0.669,0.186,5.65127039660706e-27
"AAMDC",9.26156282716112e-32,0.338620167393087,0.436,0.081,5.72920276488187e-27
"SLIRP",9.64001588902227e-32,0.909674481954069,0.955,0.597,5.96331382894918e-27
"DCTD",1.12124414657408e-31,0.27590358139164,0.534,0.116,6.93601629070724e-27
"VAMP3",1.23037284355157e-31,0.338229844321741,0.496,0.103,7.61108641021e-27
"EIF5A",1.28729716161354e-31,1.50371378914912,0.842,0.406,7.96322024174133e-27
"CNIH4",1.31657104906168e-31,0.618379048002476,0.722,0.231,8.14430850949557e-27
"EDF1",1.82574009073926e-31,0.705761086011772,1,0.922,1.1294028201313e-26
"MAP3K13",1.92912561741975e-31,0.567787521243358,0.707,0.2,1.19335710693586e-26
"LEPROTL1",2.34198765555781e-31,0.495843284087917,0.737,0.225,1.44875356372806e-26
"GALNT1",2.96112378219403e-31,0.329701021271842,0.496,0.105,1.83175117166523e-26
"INSM1",3.20031633355326e-31,0.312853826275864,0.12,0.001,1.97971568393605e-26
"MTFR1",3.36876237431813e-31,0.271340906102899,0.398,0.069,2.08391640475319e-26
"COX6B1",3.38982586822819e-31,0.669435049944054,1,0.914,2.09694628208596e-26
"PHYH",3.59730994400031e-31,0.296523451958826,0.414,0.074,2.22529593135859e-26
"ALDH3A2",3.67851763833813e-31,0.276323732898246,0.526,0.115,2.27553101107597e-26
"GMDS",3.81867389742934e-31,0.904296482018485,0.932,0.451,2.36223167294979e-26
"INPP1",4.52330791169105e-31,0.343045322073822,0.496,0.105,2.79811827417209e-26
"SSBP3",4.55192632410266e-31,0.258440480297381,0.496,0.101,2.81582162408991e-26
"LAPTM4A",4.6940151763558e-31,0.765443040060507,0.94,0.497,2.9037177880937e-26
"TXNDC17",4.75070321678589e-31,0.789731095966492,0.985,0.533,2.93878500990375e-26
"PLEKHB1",4.88381780211325e-31,0.286379333565566,0.286,0.033,3.02112969238725e-26
"SLC25A10",5.10728345145204e-31,0.256231460200573,0.429,0.079,3.15936554306823e-26
"ADIPOR2",6.4155080894499e-31,0.265796970509566,0.451,0.087,3.96863330413371e-26
"APLP2",6.44080282712229e-31,0.581080550613486,0.774,0.259,3.98428062885785e-26
"CAPNS1",7.74415987462153e-31,0.608120497429063,0.812,0.298,4.79053729844088e-26
"RPN1",9.34734589076446e-31,0.650200277619237,0.797,0.297,5.78226816802689e-26
"ASL",1.08728562080337e-30,0.456010833412944,0.669,0.186,6.72594885028967e-26
"ATP1A1",1.12806201098586e-30,0.93046438275222,0.857,0.401,6.9781915999585e-26
"COMT",1.22857353078486e-30,0.605123938699313,0.842,0.309,7.59995586143517e-26
"OPTN",1.55629853182283e-30,0.334299043373409,0.474,0.098,9.62726271785603e-26
"UQCRH",1.83468275734271e-30,0.758461598527133,0.992,0.919,1.1349347536922e-25
"AKT1",1.93032397270743e-30,0.267265542666702,0.436,0.082,1.19409840951682e-25
"FOXO3",1.93984944546859e-30,0.272437577522036,0.436,0.082,1.19999086696687e-25
"PTGES2",1.95314165793369e-30,0.432336861898094,0.759,0.233,1.20821342959778e-25
"NDUFC1",2.27666796301096e-30,0.746675281000466,0.97,0.543,1.40834680191858e-25
"OLFM4",2.3841520935606e-30,1.76840028024159,0.203,0.015,1.47483648507658e-25
"POLR2L",2.82827072021089e-30,0.847462251527748,0.977,0.681,1.74956826752246e-25
"ENDOG",3.25561760206304e-30,0.283384961446951,0.429,0.082,2.0139250486362e-25
"SEC61G",4.51355498835233e-30,0.868796273628635,0.977,0.781,2.79208511579475e-25
"PCK1",4.76777111389305e-30,0.259923604626757,0.188,0.012,2.94934321105424e-25
"ARPC1A",5.16439717555575e-30,0.714889839596997,0.835,0.349,3.19469609279879e-25
"CXCL3",5.46465133132093e-30,0.354802369877023,0.271,0.031,3.38043331355513e-25
"MT-ND4",5.75580703292391e-30,0.832784973214807,0.985,0.997,3.56054223056673e-25
"FUCA2",5.7988836316971e-30,0.396476223914402,0.632,0.178,3.58718941456782e-25
"ZDHHC3",5.82401475533725e-30,0.449752698772807,0.692,0.203,3.60273552765163e-25
"ARFIP2",6.66732363547634e-30,0.419146480636663,0.632,0.176,4.12440640090567e-25
"NPC2",7.06127124937328e-30,0.526595309056327,0.94,0.433,4.36810239486231e-25
"STT3A",7.44565238235003e-30,0.334414241053296,0.549,0.133,4.60588056372173e-25
"TTC38",7.84691433005126e-30,0.254456637349092,0.444,0.087,4.85410120456971e-25
"SMIM24",9.01306098708047e-30,0.322365731469049,0.241,0.023,5.57547952660798e-25
"TLE1",1.22854471641121e-29,0.342833799517459,0.398,0.075,7.59977761571978e-25
"MAP2K6",1.25888638564299e-29,0.304598203517445,0.444,0.089,7.78747118158755e-25
"MIR4458HG",1.29618916138957e-29,0.263020975691941,0.226,0.02,8.0182261523559e-25
"RBCK1",1.40590041342157e-29,0.725722908822202,0.902,0.398,8.69689995742581e-25
"SUB1",1.41932799824995e-29,0.717332048902672,0.985,0.613,8.77996299717417e-25
"ECI2",1.78913272891207e-29,0.428434033167008,0.549,0.138,1.10675750610501e-24
"PLEC",1.85363830504741e-29,0.273302177692791,0.429,0.081,1.14666065550233e-24
"TMEM205",1.87331789545013e-29,0.576571394800371,0.759,0.265,1.15883445012545e-24
"NDUFV3",1.95818972528888e-29,0.505564297244909,0.774,0.266,1.2113361640637e-24
"QDPR",2.24925347685292e-29,0.438273368789662,0.534,0.129,1.39138820078122e-24
"PAQR8",2.25008297014114e-29,0.277481149243147,0.353,0.056,1.39190132532931e-24
"COA3",2.61513314249659e-29,0.756660000885433,0.917,0.478,1.61772136194839e-24
"BEST2",2.82607847560645e-29,0.256089924379689,0.12,0.002,1.74821214501015e-24
"HPCAL1",2.86447064446837e-29,0.538721244025337,0.714,0.227,1.77196154066813e-24
"TOB1",3.02269637485682e-29,0.457735322153018,0.692,0.207,1.86983997748643e-24
"TM4SF4",3.36634851560604e-29,0.414898171278822,0.12,0.002,2.08242319175389e-24
"FABP1",3.4278836494124e-29,2.48090174719639,0.429,0.098,2.12048882552651e-24
"ACOT13",4.11917790291636e-29,0.502821106892826,0.752,0.248,2.54812345074406e-24
"PRKAR2A",4.24586816165098e-29,0.273679872823802,0.511,0.114,2.6264940447973e-24
"CMAS",4.35052423347955e-29,0.538583708638908,0.729,0.238,2.69123429083045e-24
"MTATP6P1",6.73026717479211e-29,0.859552444437905,0.91,0.625,4.1633432743264e-24
"DNPH1",7.06644968538503e-29,0.700285651112853,0.85,0.363,4.37130577537918e-24
"NENF",9.35717895348903e-29,0.777887291533562,0.88,0.424,5.78835090062831e-24
"LMAN1",9.5628002056422e-29,0.671159223958517,0.797,0.297,5.91554820721026e-24
"COMTD1",1.0896005137309e-28,0.525507185324282,0.654,0.203,6.74026877793934e-24
"ATP2C1",1.23388747900113e-28,0.258160566435812,0.436,0.087,7.63282794510099e-24
"GLRX2",1.25843012880982e-28,0.360812083854021,0.511,0.122,7.78464877681754e-24
"GGH",1.50464719109239e-28,0.836132451367858,0.729,0.313,9.30774752409754e-24
"SELENOM",1.81731469436893e-28,0.71978396811957,0.654,0.2,1.12419086993662e-23
"ATP5F1D",2.14316265426412e-28,0.751464126034409,0.992,0.878,1.32576041792778e-23
"ZFYVE21",2.19072216325405e-28,0.281948515951989,0.541,0.128,1.35518073018896e-23
"RPP25",2.37347993338071e-28,0.306875842593282,0.429,0.089,1.46823468678931e-23
"SH3BGRL3",2.61740385114447e-28,1.22850995154738,0.992,0.905,1.61912602231797e-23
"HEXB",2.71244160549817e-28,0.429873880799462,0.662,0.199,1.67791637716117e-23
"PRXL2A",3.44208091641569e-28,0.508088807155787,0.549,0.145,2.12927125489474e-23
"PTRH1",4.23889370628916e-28,0.272470655308243,0.459,0.099,2.62217964671047e-23
"RPL38",4.26316894189342e-28,0.615043845541682,1,0.994,2.63719630745527e-23
"MRPL24",4.54144571958786e-28,0.524473517127,0.782,0.283,2.80933832213705e-23
"SOD1",4.69861843416689e-28,1.08606990508028,1,0.815,2.90656536337564e-23
"HSD17B11",4.96834232814623e-28,0.659580559753706,0.789,0.286,3.07341656419126e-23
"GOLGA2",5.04445716927819e-28,0.319923120844362,0.504,0.115,3.12050120491549e-23
"TMED7",5.36847405382035e-28,0.360102062813239,0.632,0.177,3.32093804969327e-23
"MAN1A1",5.47727331289554e-28,0.257375254944672,0.383,0.069,3.38824127135718e-23
"UGT8",6.32450595887007e-28,0.266267732232806,0.414,0.08,3.91233938615703e-23
"CIB1",6.41103594284799e-28,0.858241707714276,0.932,0.601,3.96586683424577e-23
"MARCKS",6.606234553748e-28,0.580127745314302,0.602,0.171,4.08661669494851e-23
"SRI",6.7518373622315e-28,0.885383265757068,0.955,0.597,4.17668659227641e-23
"TMEM87A",6.76919346332168e-28,0.375279204479723,0.602,0.166,4.18742307641079e-23
"ADH1C",6.96359862876744e-28,0.839693209807397,0.128,0.003,4.30768211175554e-23
"PRDX2",7.93305499521797e-28,0.874186396539148,0.97,0.674,4.90738782004183e-23
"TPMT",9.76543534215964e-28,0.381350627523975,0.632,0.178,6.04089830265995e-23
"PIGT",1.12809633441353e-27,0.519584213547728,0.752,0.264,6.97840392468213e-23
"MANBAL",1.32442416067783e-27,0.363544335258552,0.504,0.125,8.19288785795308e-23
"HSBP1",2.01487463086531e-27,0.827987897170525,0.947,0.605,1.24640144665328e-22
"LGALS9",2.2220743653262e-27,0.402723449204095,0.669,0.191,1.37457520239079e-22
"SCP2",2.94799111634711e-27,0.817444218157226,0.977,0.591,1.82362730457232e-22
"MLXIP",3.94974053175402e-27,0.368480134479101,0.594,0.161,2.44330949294304e-22
"SUCLG1",4.62150678035345e-27,0.738107735389863,0.91,0.457,2.85886409432664e-22
"ACSL3",4.91094467461923e-27,0.417988159776281,0.519,0.134,3.03791037571946e-22
"C1orf43",5.76155432087635e-27,0.683551172184504,0.932,0.463,3.56409750289411e-22
"GPT2",6.03852831596047e-27,0.367817845077224,0.459,0.105,3.73543361625315e-22
"LEPROT",6.88421761991299e-27,0.367453015993986,0.564,0.151,4.25857701967817e-22
"SURF4",7.19544378374482e-27,0.457275339564162,0.759,0.27,4.45110152462455e-22
"RIDA",7.2380433749451e-27,0.34052600062552,0.519,0.135,4.47745363174104e-22
"HIGD1A",7.74564982218043e-27,0.559193711623605,0.805,0.293,4.79145898000082e-22
"COQ2",7.75222526111915e-27,0.262478316161797,0.353,0.063,4.7955265465283e-22
"CREG1",9.98173531646482e-27,0.297130015771519,0.556,0.144,6.17470146676514e-22
"TMBIM6",1.27354888163574e-26,0.687411274984297,0.955,0.849,7.87817338179868e-22
"CDKN1C",1.3005626473952e-26,0.290666829801266,0.173,0.012,8.04528053678671e-22
"CSTPP1",1.39497894681548e-26,0.276756339098214,0.451,0.099,8.62933976500057e-22
"GUCY2C",1.43291966308455e-26,0.262440154563229,0.293,0.043,8.86404103584103e-22
"PPA2",1.68468744387841e-26,0.611011018446295,0.85,0.359,1.04214765278319e-21
"C1orf122",1.70282147867998e-26,0.426772464716754,0.759,0.258,1.05336536671143e-21
"TSTD1",1.8561740822293e-26,0.734426520307773,0.925,0.507,1.14822928726705e-21
"FAM120A",2.09048236925586e-26,0.513513878796449,0.767,0.283,1.29317239362168e-21
"EML2",2.19555052121715e-26,0.273365067667057,0.511,0.125,1.35816755242493e-21
"SLC1A5",2.44820898437851e-26,0.556369774073072,0.692,0.247,1.51446207773655e-21
"USP53",2.67826531780191e-26,0.301669091321568,0.451,0.099,1.65677492559226e-21
"MYADM",2.70562827727945e-26,0.264184393514539,0.459,0.105,1.67370165232507e-21
"NDUFA6",2.89225401067428e-26,0.686978447146512,0.917,0.521,1.78914833100311e-21
"DUSP6",2.90902088803479e-26,0.278469989096906,0.429,0.092,1.79952032133832e-21
"GUK1",3.27734403825651e-26,0.783703169363203,0.985,0.758,2.02736502206548e-21
"ACBD3",4.44289187333222e-26,0.336208885163984,0.541,0.141,2.74837291284331e-21
"ZFPL1",4.60117506817956e-26,0.271508788898468,0.496,0.124,2.84628689717587e-21
"GDE1",5.41580088728261e-26,0.357589687461033,0.594,0.171,3.35021442887302e-21
"ERGIC3",5.51220842692008e-26,0.662172185095908,0.962,0.569,3.40985213289276e-21
"PRR34-AS1",6.08134149662304e-26,0.256558001227595,0.444,0.1,3.76191784981102e-21
"EFHD2",7.35732547380192e-26,0.499141791308806,0.707,0.239,4.55124153809387e-21
"NDUFB7",7.61274086920356e-26,0.689239207456773,0.962,0.643,4.70924150168932e-21
"SMAD5",1.05479603166663e-25,0.269552417755341,0.406,0.085,6.52496825188978e-21
"TMBIM1",1.15913269578042e-25,0.332524882031801,0.496,0.12,7.17039485609766e-21
"TNFSF10",1.24439530460254e-25,0.42515583469568,0.579,0.161,7.69782935427134e-21
"VDAC3",1.24816687622103e-25,0.645204946585287,0.88,0.397,7.72116029630326e-21
"COX4I1",1.25719428933328e-25,0.589560662504225,1,0.986,7.77700387381568e-21
"EI24",1.49964713833211e-25,0.530543483427829,0.805,0.304,9.27681719772244e-21
"OAT",1.69831791521147e-25,0.451943496565928,0.654,0.2,1.05057946234981e-20
"CMC1",1.83710755768952e-25,0.418243292116182,0.737,0.248,1.13643473518674e-20
"RBIS",1.97510909139334e-25,0.712464563198593,0.947,0.508,1.22180248393592e-20
"NMRAL1",2.10804569667485e-25,0.280845710352204,0.496,0.126,1.30403706796307e-20
"FAHD1",2.31332169076626e-25,0.269709707717736,0.444,0.101,1.43102079790801e-20
"TSEN34",2.36714151107632e-25,0.465388381248833,0.654,0.215,1.46431373875181e-20
"TMEM147",2.36811588525286e-25,0.63439633749515,0.85,0.399,1.46491648661742e-20
"PDIA3",2.48840709408666e-25,1.02538026161651,0.932,0.753,1.53932862840201e-20
"ATP5MC1",2.87483348317172e-25,0.916246405697315,0.925,0.621,1.77837199269002e-20
"SPTSSA",3.19253766395381e-25,0.479608550565132,0.789,0.305,1.97490379892183e-20
"DHRS7",3.24269526471053e-25,0.578603431283728,0.805,0.342,2.00593129074993e-20
"MT-RNR2",3.27225319485104e-25,0.726994289983754,0.985,0.999,2.02421582633485e-20
"MEST",3.3816861903293e-25,0.281717922221641,0.421,0.092,2.09191107733771e-20
